@relation Tweets

@attribute Class {negative,positive}
@attribute Text STRING

@data
negative,'so_RB aston_JJ villa_NN have_VBP a_DT must_MD win_VB game_NN against_IN norwich_JJ city_NN tomorrow_NN lunchtime_NN must_MD win_VB how_WRB the_DT mighty_JJ have_VBP fallen_VBN'
negative,'how_WRB apple_NN eclipsed_VBD microsoft_JJ URL_.'
positive,'i_FW cut_VBD 6th_JJ period_NN just_RB so_RB kevin_JJ didnt_NN have_VBP to_TO be_VB in_IN art_NN by_IN himself_PRP im_IN such_JJ a_DT good_JJ friend_NN'
negative,'awww_JJ hell_NN it_PRP was_VBD a_DT black_JJ cop_NN that_WDT shot_VBD the_DT white_JJ student_NN at_IN south_RB alabama_JJR let_VB \'s_PRP all_DT go_JJ march_NN naked_JJ in_IN mobile_JJ for_IN trayvon_NN i_IN mean_JJ gil_NN'
positive,'other_JJ than_IN lemon_JJ tea_NN lemonade_NN coke_NN pepsi_NNS are_VBP my_PRP$ 2nd_JJ favorites_NNS as_IN unhealthy_JJ they_PRP are_VBP i_IN cant_NN wont_MD stop_VB drinking_VBG them_PRP they_PRP \'re_VBP just_RB so_RB good_JJ'
positive,'USER_NNP ios_NNS 5_CD is_VBZ sweet_JJ notifications_NNS phone_VBP search_NN covers_VBZ mail_NN now_RB wifi_JJ sync_NN icloud_NN backup_NN and_CC integrated_JJ twitter_NN are_VBP all_RB well_RB done_VBN'
positive,'yumyumyum_PRP i_PRP want_VBP ice_NN cream_NN sandwich_NN google_NN android_CC'
negative,'URL_NNP visit_NN to_TO iran_VB by_IN five_CD euro_NN mps_NNS was_VBD called_VBN off_RP sat_VBD after_IN tehran_DT refused_VBD to_TO let_VB them_PRP meet_VB with_IN a_DT jailed_JJ activist_NN'
positive,'rehearsal_JJ wedding_NN for_IN my_PRP$ cuz_NN USER_IN a_DT dusty83_NN going_VBG on_IN at_IN pro_FW bowl_NN big_JJ day_NN is_VBZ tomorrow_NN'
negative,'USER_NNP USER_NNP the_DT chipsets_NNS tear_VB through_IN battery_NN life_NN coworker_NN has_VBZ a_DT htc_NN thunderbolt_NN that_IN he_PRP gets_VBZ about_IN 3_CD hours_NNS of_IN life_NN'
negative,'rt_NN USER_NNP why_WRB facebook_NN and_CC google_NN have_VBP got_VBN it_PRP wrong_JJ URL_.'
positive,'happy_JJ valentines_NNS day_NN 3_CD yes_RB in_IN brazil_JJ it_PRP is_VBZ celebrated_VBN on_IN june_NN 12_CD your_PRP$ mind_NN blown_VBN'
positive,'i_PRP am_VBP crazy_JJ about_IN ios5_VBG the_DT photo_NN cropping_NN is_VBZ the_DT best_JJS USER_NN'
negative,'staying_VBG in_IN tahrir_NN sq_NN was_VBD \'infringing_VBG on_IN others_NNS \'_POS rights_NNS \'_\'\' by_IN denying_VBG them_PRP to_TO go_VB to_TO work_VB u_PRP did_VBD n\'t_RB leave_VB did_VBD u_NNP occupyauc_NNP aucstrike_NN 1_CD 2_CD'
positive,'good_JJ god_NN the_DT camera_NN app_JJ in_IN icecream_NN sandwich_NN is_VBZ amazing_JJ and_CC that_DT camera_NN is_VBZ fast_RB samsung_JJ google_JJ android_NN galaxynexus_NN'
negative,'rdm_NN seriously_RB believes_VBZ last_JJ night_NN proves_VBZ sunday_NN \'s_POS defeat_NN was_VBD unjust_RB if_IN anything_NN i_IN \'m_VBP surprised_VBN our_PRP$ first_JJ xi_NN did_VBD n\'t_RB twat_IN you_PRP on_IN sunday_NN'
negative,'they_PRP may_MD have_VB a_DT superbowl_NN in_IN dallas_NNS but_CC dallas_NNS ai_VBP n\'t_RB winning_VBG a_DT superbowl_NN not_RB with_IN that_DT quarterback_NN and_CC owner_NN USER_NNP USER_NNP'
positive,'when_WRB 30_CD seconds_NNS to_TO mars_NNS and_CC mcr_JJ are_VBP dead_JJ and_CC gone_VBN i_RB will_MD kill_VB myself_PRP because_IN there_EX will_MD be_VB no_DT use_NN for_IN me_PRP on_IN this_DT earth_NN'
positive,'another_DT gem_NN from_IN microsoft_JJ curate_NN your_PRP$ personal_JJ history_NN with_IN project_NN greenwich_WDT available_JJ later_RB this_DT month_NN URL_.'
negative,'pakistan_JJ news_NN procter_NN and_CC gamble_NN sales_NNS fall_VBP 6_CD 7_CD \%_NN p_NN g_NN said_VBD net_JJ earnings_NNS in_IN the_DT quarter_NN to_TO september_VB 30_CD fell_VBD to_TO URL_NNP'
negative,'what_WP was_VBD USER_NNP thinking_VBG making_VBG siri_NN totally_RB dependent_JJ on_IN a_DT network_NN connection_NN siri_NN USER_IN utter_JJ frustration_NN'
negative,'twitter_NN y_NN facebook_NN off_IN'
negative,'from_IN it_PRP \'s_VBZ laughable_JJ file_NN google_NN will_MD encrypt_VB search_NN results_NNS but_CC only_RB if_IN u_PRP have_VBP logged_VBN in_IN so_IN they_PRP can_MD maximize_VB their_PRP$ data_NNS collection_NN'
positive,'USER_NNP i_FW want_VBP tang_NN jun_NN for_IN christmas_NNS i_PRP want_VBP him_PRP on_IN valentines_NNS as_RB well_RB'
positive,'cried_VBD for_IN every_DT episode_NN of_IN dream_NN high_JJ 2_CD starting_VBG from_IN episode_NN 13_CD t_NN t_NN tomorrow_NN i_IN shall_MD watch_VB the_DT last_JJ and_CC final_JJ episode_NN'
positive,'may_MD your_PRP$ life_NN one_CD day_NN be_VB as_RB awesome_JJ as_IN you_PRP pretend_VB it_PRP is_VBZ on_IN facebook_NN will_MD ferrell_VB'
positive,'USER_NNP kaaaaarrraaa_NN'
positive,'rt_NN USER_NNP USER_NNP you_PRP were_VBD right_RB an_DT iphone_NN is_VBZ a_DT must_MD have_VB addicted_VBN welcome_JJ to_TO the_DT USER_NN club_NN'
negative,'want_VB to_TO learn_VB more_RBR tricks_NNS about_IN your_PRP$ arduino_NN check_NN out_IN the_DT latest_JJS USER_NNP tutorial_NN here_RB rsarduino_VBD makers_NNS geek_VB URL_.'
negative,'like_IN USER_NNP da_NN fuck_NN is_VBZ this_DT shit_NN URL_.'
positive,'delighted_JJ mr_NN jenas_NNS is_VBZ still_RB one_CD of_IN our_PRP$ own_JJ we_PRP \'re_VBP getting_VBG there_RB boys_NNS and_CC girls_NNS nffc_.'
positive,'georgetown_NN is_VBZ the_DT move_NN tomorrow_NN'
positive,'USER_IN you_PRP need_VBP an_DT USER_NNP iphone4s_NN with_IN siri_NN'
negative,'totally_RB unproductive_JJ day_NN with_IN no_DT access_NN to_TO microsoft_JJ excel_NN or_CC word_NN aaargh_NN will_MD be_VB working_VBG late_RB tonight_RB after_IN hubby_JJ fixes_NNS fingerscrossed_VBN'
negative,'correction_NN USER_NNP buy_NN kudos_NNS to_TO chris_VB USER_NNP ranch_NN s_VBZ a_DT tx_NN fixed_VBN issues_NNS could_MD n\'t_RB resolve_VB after_IN 1_CD 2_CD day_NN w_WRB USER_NNP USER_NNP hero_NN of_IN my_PRP$ day_NN'
positive,'yes_UH we_PRP all_DT know_VBP indio_NN vs_IN cv_NN is_VBZ tomorrow_RB the_DT bell_NN game_NN its_PRP$ enough_RB'
positive,'mizzou_NNS beats_VBZ kentucky_JJ 2_CD 1_CD tigers_NNS advance_NN to_TO face_VB top_JJ seed_NN florida_NN in_IN the_DT semis_NN on_IN friday_NN at_IN 6_CD 30_CD p_NN m_NN'
negative,'USER_NNP when_WRB you_PRP have_VBP time_NN you_PRP should_MD facetime_VB me_PRP so_IN i_PRP can_MD show_VB you_PRP your_PRP$ god_NN children_NNS eggbabies_NNS'
positive,'google_JJ samsung_JJ galaxy_NN nexus_JJ ics_NNS press_NN release_NN is_VBZ now_RB done_VBN i_PRP \'ll_MD go_VB back_RB to_TO my_PRP$ regular_JJ tweeting_NN intervals_NNS now_RB i_PRP want_VBP it_PRP'
negative,'USER_IN it_PRP is_VBZ predicted_VBN that_IN the_DT winter_NN classic_NN and_CC the_DT all_DT star_NN game_NN will_MD be_VB cancelled_VBN this_DT upcoming_JJ monday_NN fuck_NN endthelockout_NN'
negative,'fabio_NN capello_NN russia_NN \'s_POS head_NN coach_NN wishes_VBZ cristiano_NN \'s_POS injury_NN was_VBD more_RBR serious_JJ russia_NN will_MD play_VB against_IN portugal_JJ tomorrow_NN in_IN the_DT wcq_NN'
negative,'lost_VBN my_PRP$ ss_NN shirt_NN so_IN i_PRP \'m_VBP just_RB gonna_VBN wear_NN my_PRP$ old_JJ ss_NN jacket_NN tomorrow_NN instead_RB b_SYM'
positive,'see_VB that_DT is_VBZ why_WRB you_PRP bunt_NN with_IN a_DT runner_NN at_IN 2nd_NNP and_CC nobody_NN out_IN no_DT matter_NN who_WP the_DT hitter_NN'
negative,'anyone_NN else_RB having_VBG trouble_NN with_IN the_DT i_NN pad_NN twitter_NN app_NN not_RB updating_VBG USER_NNP i_IN get_VB notified_VBN but_CC ca_MD n\'t_RB see_VB them_PRP in_IN the_DT app_NN'
negative,'how_WRB to_TO know_VB a_DT shit_NN bar_NN you_PRP get_VBP your_PRP$ arm_NN stamped_VBD if_IN u_PRP wake_VBP up_RP tomorrow_NN with_IN prints_NNS on_IN your_PRP$ arm_NN your_VBP a_DT twat_NN'
positive,'cfc_JJ USER_NNP is_VBZ the_DT best_JJS of_IN the_DT premier_JJ league_NN his_PRP$ overall_JJ ea_NN sports_NNS player_NN performance_NN index_NN score_NN 217_CD 1st_IN place_NN matamagic_NN'
negative,'my_PRP$ USER_NNP USER_NNP keyboard_NN will_MD not_RB type_VB'
positive,'mmm_JJ smarterphone_JJ rt_NN USER_IN introducing_VBG ice_NN cream_NN sandwich_NN the_DT delicious_JJ new_JJ version_NN of_IN android_DT URL_NNP ics_NNS google_NN'
positive,'USER_NNP if_IN the_DT potus_NN wins_VBZ 2nd_JJ term_NN is_VBZ n\'t_RB that_DT nj_JJ gov_NN gonna_VBN go_VB back_RB to_TO bashing_VBG him_PRP when_WRB his_PRP$ state_NN is_VBZ in_IN better_JJR shape_NN 2_CD 2_CD'
positive,'thank_VB you_PRP snow_NN for_IN cancelling_NN classes_NNS today_RB now_RB you_PRP may_MD stop_VB snowing_VBG so_RB that_IN i_PRP can_MD drive_VB to_TO chapel_NN hill_NN tomorrow_NN i_IN \'d_NNP really_RB appreciate_VB it_PRP'
positive,'USER_NNP only_RB you_PRP can_MD answer_VB before_IN i_PRP try_VBP there_EX \'s_VBZ on_IN wp8_CD a_DT way_NN to_TO call_VB 3rd_JJ p_NN apps_NNS like_IN intents_NNS on_IN android_DT i_NN wanna_VB switch_NN to_TO wp_VB'
positive,'if_IN you_PRP love_VBP to_TO dance_VB i_PRP hope_VB to_TO see_VB you_PRP supporting_VBG this_DT event_NN saturday_NN all_DT info_NN on_IN the_DT flyer_NN URL_.'
negative,'reading_VBG the_DT sun_NN and_CC watching_VBG jeremy_NN kyle_NN where_WRB did_VBD it_PRP all_DT go_VBP wrong_JJ better_RB do_VBP some_DT work_NN ashamed_JJ'
negative,'i_PRP am_VBP very_RB upset_JJ about_IN and_CC inconvenienced_VBN by_IN this_DT iphone_NN update_NN failed_VBD backup_JJ USER_NNP USER_NNP'
positive,'URL_JJ new_JJ sexy_JJ comment_NN about_IN theeuropeandream_NN is_VBZ available_JJ in_IN indianapolis_NN friday_NN sunday_NN'
negative,'USER_NNP of_IN others_NNS jenelle_NN may_MD have_VB made_VBN mistakes_NNS but_CC she_PRP has_VBZ time_NN to_TO change_VB and_CC be_VB a_DT better_JJR person_NN its_PRP$ too_RB late_JJ for_IN you_PRP fuckhead_VB'
negative,'all_PDT this_DT damn_JJ work_NN i_NN still_RB have_VBP n\'t_RB had_VBD the_DT chance_NN to_TO call_VB martin_NN about_IN these_DT poems_NNS i_RB have_VBP to_TO do_VB it_PRP tomorrow_RB'
negative,'hey_UH USER_NNP i_FW know_VBP steve_NN jobs_NNS died_VBD all_DT but_CC my_PRP$ twitter_NN for_IN ipad_NN app_NN keeps_VBZ crashing_VBG fix_VB it_PRP now_RB please_VB lol_JJ f_NN light_NN'
negative,'i_PRP never_RB watch_VBP the_DT oscars_NNS but_CC with_IN seth_DT macfarlane_NN hosting_NN i_NN may_MD have_VB to_TO actively_RB campaign_NN to_TO get_VB other_JJ people_NNS to_TO not_RB watch_VB them_PRP either_CC'
positive,'new_JJ galaxy_NN nexus_JJ os_NNS improvements_NNS data_NNS usage_NN tools_NNS inbuilt_VBD nexus_JJ samsung_JJ google_NN android_CC bit_NN ly_RB nejbye_NN'
negative,'wow_JJ worst_JJS USER_NNP customer_NN service_NN experience_NN ever_RB arrogant_JJ and_CC inept_JJ bad_JJ combo_NN biltmore_IN apple_NN store_NN'
negative,'today_NN april_VBP 17th_JJ palestinian_JJ prisoner_NN \'s_POS day_NN is_VBZ ironically_RB the_DT day_NN israel_VBZ claimed_VBN it_PRP would_MD release_VB khader_NN adnan_NN no_DT action_NN yet_RB'
negative,'USER_NNP thanks_NNS apple_NN for_IN ios_NNS 5_CD and_CC losing_VBG all_DT my_PRP$ contacts_NNS'
positive,'wp7_NN is_VBZ getting_VBG there_RB microsoft_JJ claws_NNS back_RB to_TO smartphone_JJ relevance_NN rich_JJ jaroslovsky_NN bloomberg_NN URL_NNP via_IN USER_NNP'
negative,'damn_VB it_PRP USER_NNP whatchu_, done_VBN to_TO my_PRP$ phone_NN'
positive,'gotta_NN have_VBP me_PRP a_DT boyfriend_NN by_IN december_NN that_IN way_NN he_PRP \'ll_MD be_VB good_JJ mended_VBN by_IN time_NN valentine_NN \'s_POS day_NN get_VB here_RB lol_JJ i_FW need_NN all_DT that_WDT'
positive,'twitter_NN i_PRP love_VBP you_PRP'
negative,'USER_NNP USER_NNP iphones_VBZ r_RB 2_CD expensive_JJ most_JJS went_VBD w_JJ htc_NN galaxy_NN no_DT customer_NN loyalty_NN w_WRB phone_NN comp_NN'
positive,'one_CD word_NN wow_NN rt_NN USER_NNP iphone_VBD 4s_IN first_JJ weekend_NN sales_NNS top_VB four_CD million_CD URL_NNP via_IN USER_NNP'
positive,'from_IN which_WDT companies_NNS do_VBP you_PRP experience_VB the_DT best_JJS customer_NN service_NN aside_RB from_IN USER_NNP and_CC USER_NNP'
negative,'okc_JJ thunder_NN center_NN kendrick_NN perkins_NNS may_MD miss_VB the_DT preseason_NN due_JJ to_TO a_DT wrist_NN injury_NN'
positive,'yay_NN we_PRP are_VBP front_JJ page_NN on_IN will_MD ferrell_VB \'s_POS funny_JJ or_CC die_VB for_IN the_DT 24th_JJ time_NN check_VB it_PRP out_RP URL_.'
positive,'well_RB we_PRP are_VBP very_RB busy_JJ i_IN \'m_VBP just_RB too_RB excited_JJ for_IN tomorrow_NN cebu_NN here_RB we_PRP go_VBP'
positive,'i_PRP keep_VBP forgettin_VBG how_WRB much_JJ i_NN really_RB like_IN twitter_NN lol_NN'
negative,'USER_NNP so_RB i_RB went_VBD to_TO the_DT 5th_JJ ave_JJ store_NN and_CC was_VBD told_VBN i_PRP could_MD wait_VB about_IN 4_CD hours_NNS to_TO get_VB a_DT 4s_JJ needless_JJ to_TO say_VB i_PRP \'m_VBP back_RB at_IN the_DT hotel_NN relaxing_VBG'
negative,'people_NNS talkin_NN shit_NN just_RB wait_VB i_IN \'ll_MD be_VB in_IN huntsville_NN tomorrow_NN let_VB me_PRP see_VB you_PRP'
positive,'so_RB this_DT saturday_NN fort_NN canning_NN with_IN sweetheart_NN okay_RB can_MD yay_VB'
positive,'there_EX you_PRP go_VB according_VBG to_TO URL_NNP google_NNP is_VBZ builtin_VBG to_TO the_DT os_NNS nexus_JJ line_NN smart_JJ move_NN'
positive,'i_IN just_RB remembered_VBN \'niggas_. in_IN paris_NN \'_\'\' is_VBZ a_DT song_NN delighted_VBN what_WP a_DT saturday_NN positivetroll_NN'
positive,'we_PRP \'re_VBP one_CD of_IN a_DT few_JJ featured_JJ education_NN apps_NNS on_IN the_DT USER_NNP website_NN today_NN sweet_JJ URL_.'
negative,'navi_NN rabbit_NN in_IN for_IN spay_NN on_IN tues_NNS and_CC she_PRP \'s_VBZ just_RB had_VBD a_DT phantom_JJ pregnancy_NN what_WP timing_VBG this_DT means_VBZ day_NN of_IN bunwatch_NN and_CC raspberry_NN pi_NN no_DT city_NN'
positive,'icecreamsandwich_WDT went_VBD way_NN and_CC beyond_IN what_WP i_FW expected_VBD ca_MD n\'t_RB wait_VB to_TO get_VB it_PRP on_IN my_PRP$ nexus_JJ to_TO play_VB with_IN google_NN'
positive,'niggas_NN in_IN paris_NN was_VBD playing_VBG in_IN the_DT waiting_NN room_NN at_IN the_DT clinic_NN and_CC this_DT old_JJ lady_NN sat_VBD tapping_VBG her_PRP$ walking_NN stick_NN and_CC bobbing_VBG her_PRP$ head_NN so_RB cute_JJ'
positive,'is_VBZ google_JJ down_IN URL_NNP via_IN USER_NNP good_JJ for_IN bing_NN microsoft_JJ ’s_NNS investments_NNS paying_VBG off_IN'
positive,'west_JJ ham_NN have_VBP scored_VBN eight_CD times_NNS in_IN andy_JJ carroll_NN \'s_POS three_CD starts_NNS he_PRP may_MD not_RB be_VB scoring_VBG yet_RB but_CC he_PRP \'s_VBZ making_VBG it_PRP easier_RBR for_IN others_NNS to_TO score_NN'
negative,'been_VBN on_IN hold_NN with_IN USER_NNP customer_NN service_NN for_IN 25_CD minutes_NNS wow_JJ lt_NN \'s_POS like_IN they_PRP \'re_VBP timewarnercable_JJ'
negative,'ecuador_NN worried_VBD about_IN assange_NN \'s_POS health_NN ecuador_NN says_VBZ it_PRP is_VBZ concerned_VBN about_IN the_DT health_NN of_IN the_DT wikileaks_NNS founder_NN jul_NN URL_.'
positive,'brandon_IN weeden_NN is_VBZ going_VBG to_TO be_VB a_DT player_NN someday_RB he_PRP \'s_VBZ not_RB right_RB now_RB ron_NNP jaworski_NNP just_RB now_RB on_IN sunday_NN nfl_NN countdown_NN countdowntokickoff_NN'
negative,'when_WRB u_PRP dine_NN with_IN a_DT customer_NN u_NN shoukd_MD never_RB explain_VB abt_IN solutions_NNS unless_IN he_PRP ask_VB m_PRP never_RB lean_VBP the_DT concept_NN microsoft_JJ fail_VBP'
positive,'october_JJ 17th_JJ november_NN 3rd_CC do_VBP n\'t_RB miss_VB the_DT company_NN of_IN fools_NNS performance_NN of_IN the_DT woman_NN in_IN black_JJ URL_NN'
positive,'tonight_NN \'s_POS the_DT decider_NN will_MD i_FW be_VB at_IN the_DT garden_NN friday_IN night_NN for_IN knicks_NNS heat_NN game_NN 6_CD here_RB \'s_VBZ hoping_VBG for_IN a_DT miracle_NN'
positive,'omg_NN the_DT android_NN 4_CD 0_CD sdk_NN is_VBZ available_JJ now_RB USER_NNP google_NN'
positive,'who_WP is_VBZ richard_JJ wright_NN have_VBP man_UH city_NN signed_VBD an_DT amateur_NN footballer_NN'
negative,'with_IN all_DT benson_NN \'s_POS attention_NN frankie_NN feels_VBZ like_IN a_DT forgotten_VBN stepchild_NN lets_VBZ \'founding_JJ father_NN \'_POS him_PRP so_IN he_PRP know_VBP we_PRP will_MD never_RB forget_VB 2nd_CD place_NN'
negative,'post_NN of_IN the_DT night_NN anonymous_JJ id_NN excv6jkr_NN 11_CD 02_CD 12_CD fri_NN 00_CD 52_CD 39_CD no_DT 434329650_IN this_DT thread_NN is_VBZ like_IN watching_VBG a_DT monkey_NN fuck_VB a_DT coconut_NN'
positive,'well_RB at_IN least_JJS the_DT USER_NNP store_NN has_VBZ amazing_JJ call_NN waiting_VBG music_NN need4s_NN'
positive,'just_RB apply_VB for_IN a_DT job_NN at_IN USER_NNP hope_VBP they_PRP call_VBP me_PRP lol_VB'
positive,'USER_NNP happy_JJ thursday_NN enjoyed_VBD the_DT show_NN so_RB much_RB last_JJ night_NN watched_VBD 4x_CD thankyoutimeshifting_TO have_VB a_DT great_JJ day_NN my_PRP$ greek_NN'
positive,'rt_NN USER_NNP URL_NNP ipads_VBZ less_RBR desired_VBN than_IN windows_NNS tablets_NNS says_VBZ study_NN apple_NN microsoft_JJ ms_NNS'
positive,'muse_NN on_IN jonathan_DT ross_NN brilliant_JJ we_PRP have_VBP some_DT exciting_JJ news_NN about_IN muse_NN to_TO announce_VB monday_NN from_IN gotham_NN records_NNS'
positive,'flight_NN starring_VBG denzel_NN washington_NN was_VBD a_DT good_JJ ass_NN movie_NN go_VBP see_VB it_PRP tomorrow_RB when_WRB it_PRP comes_VBZ out_IN'
negative,'only_RB thing_NN bad_JJ about_IN the_DT new_JJ USER_NNP camera_NN is_VBZ that_IN it_PRP has_VBZ two_CD compact_JJ flash_NN cards_NNS not_RB one_CD of_IN sd_JJ sd_NN goes_VBZ in_IN my_PRP$ USER_NNP computer_NN damn_NN you_PRP'
positive,'richie_JJ hawtin_NN monday_NN night_NN buffalo_NN town_NN ballroom_NN do_VBP n\'t_RB miss_VB it_PRP'
positive,'i_PRP \'m_VBP so_RB ready_JJ for_IN ice_NN cream_NN sandwich_NN ics_NNS nexus_JJ google_JJ android_CC siriwho_RB URL_NNP USER_NNP android_CC'
negative,'i_PRP \'m_VBP so_RB ready_JJ for_IN ice_NN cream_NN sandwich_NN ics_NNS nexus_JJ google_JJ android_CC siriwho_RB URL_NNP USER_NNP android_CC'
positive,'egypt_NN 039_VBD s_PRP president_NN mohamed_VBD morsi_NN on_IN monday_NN pardoned_VBN all_PDT those_DT arrested_VBN between_IN the_DT start_NN of_IN the_DT revolution_NN t_NN URL_.'
negative,'ouch_NN crash_NN and_CC burn_VBP android_DT facial_JJ recognition_NN in_IN icecreamsandwich_NN did_VBD n\'t_RB work_VB during_IN the_DT presentation_NN URL_NNP google_NN'
negative,'omg_NN the_DT music_NN video_NN comes_VBZ out_RP tomorrow_RB btw_JJ i_FW still_RB ca_MD n\'t_RB get_VB over_IN harry_NN \'s_POS voice_NN \'_\'\' URL_.'
negative,'why_WRB book_NN USER_NNP genius_NN bar_NN if_IN after_IN 2_CD 5_CD hours_NNS you_PRP still_RB ca_MD n\'t_RB be_VB served_VBN disappointing_JJ apple_NN store_NN sydney_NN thanksfornothing_.'
negative,'we_PRP need_VBP dates_NNS google_JJ samsung_NN launchfail_NN'
positive,'i_PRP have_VBP the_DT same_JJ birthday_NN as_IN both_DT anderson_IN cooper_JJ and_CC nadal_JJ june_NN 3rd_NN is_VBZ an_DT awesome_JJ day_NN i_IN guess_NN'
negative,'rt_NN USER_NNP hey_PRP USER_NNP do_VBP you_PRP wanna_VB fix_VB my_PRP$ fucking_JJ playlist_NN order_NN you_PRP piece_NN of_IN shit_NN'
negative,'tech_NN apple_NN ceo_NN apologizes_VBZ for_IN error_NN ridden_JJ new_JJ map_NN app_RP apple_NN ceo_NN tim_NN cook_NN apologized_VBD friday_NN for_IN the_DT company_NN 039_VBD URL_.'
negative,'i_NN did_VBD the_DT best_JJS of_IN everyone_NN who_WP failed_VBD bill_NN gate_NN microsoft_JJ'
positive,'dinner_NN with_IN my_PRP$ dad_NN and_CC tony_JJ parker_NN with_IN a_DT last_JJ second_JJ game_NN winning_VBG shot_NN what_WP a_DT great_JJ night_NN just_RB in_IN time_NN to_TO be_VB ruined_VBN by_IN 300s_CD tomorrow_NN'
positive,'so_RB thankful_JJ for_IN the_DT incredible_JJ people_NNS USER_NNP for_IN going_VBG above_RB and_CC beyond_IN and_CC offering_VBG to_TO and_CC replacing_VBG my_PRP$ water_NN damaged_VBD macbook_NN pro_FW wow_WRB'
positive,'the_DT new_JJ android_CC nexus_JJ phone_NN makes_VBZ the_DT iphone_NN look_NN like_IN a_DT cheap_JJ toy_NN at_IN dollar_NN store_NN tcot_NN android_CC google_JJ realestate_NN USER_.'
positive,'if_IN the_DT steelers_NNS play_VBP as_RB good_JJ as_IN they_PRP did_VBD sunday_NN i_NN say_VBP keep_VBP the_DT bee_NN uniforms_NNS on_IN all_PDT the_DT way_NN to_TO the_DT superbowl_NN steelers_NNS'
positive,'USER_NNP have_VBP you_PRP filmed_VBN jonathan_IN ross_NN yet_RB ca_MD n\'t_RB wait_VB to_TO see_VB it_PRP on_IN sat_VBN xxx_NN'
positive,'slick_JJ beam_NN capabilities_NNS included_VBD in_IN android_DT 4_CD 0_CD touch_NN 2_CD devices_NNS together_RB and_CC select_VB beam_NN and_CC content_NN is_VBZ transferred_VBN google_JJ android_NN ics_NNS'
negative,'you_PRP know_VBP what_WP i_PRP dont_VBP give_VB a_DT shit_NN about_IN tomorrow_NN yolo_NN'
positive,'i_IN \'m_VBP excited_VBN for_IN trunk_NN or_CC treat_VB tomorrow_NN nov_NN 2_CD night_NN at_IN the_DT boys_NNS and_CC girls_NNS club_NN in_IN pottstown_NN it_PRP will_MD start_VB at_IN URL_NNP'
positive,'wish_NN i_VBP could_MD make_VB that_DT trip_NN to_TO athens_NNS on_IN tuesday_JJ USER_NN'
negative,'unmindful_JJ ballmer_NN collects_VBZ half_PDT a_DT billion_CD does_VBZ n\'t_RB say_VB thank_VB you_PRP URL_IN android_DT google_JJ microsoft_JJ'
positive,'1_CD noel_NN fielding_NN comedy_NN gala_VBD tonight_RB 2_CD work_NN all_DT day_NN tomorrow_NN 3_CD granny_JJ smith_NN festival_NN that_IN night_NN'
positive,'rt_NN USER_NNP twitter_NN gives_VBZ everyone_NN that_IN voice_NN that_IN they_PRP believe_VBP should_MD be_VB heard_VBN by_IN people_NNS unlike_IN real_JJ life_NN lol_NN'
positive,'mango_NN shows_VBZ microsoft_JJ still_RB has_VBZ the_DT taste_NN for_IN smartphone_JJ success_NN URL_IN wp7_CD mango_NN'
negative,'new_JJ halo4_NN gameplay_NN trailer_NN URL_NN anancientevilawakens_NNS'
positive,'yessss_NN i_PRP \'m_VBP lovin_VBG the_DT iphone_NN update_NN especially_RB the_DT slide_NN down_IN bar_NN at_IN top_JJ of_IN screen_NN good_JJ job_NN USER_.'
positive,'greader_JJR share_NN five_CD reasons_NNS why_WRB google_NN is_VBZ winning_VBG the_DT war_NN in_IN photosharing_VBG URL_NNP photography_NN fotografia_NN google_NN'
positive,'northern_JJ lights_NNS sale_NN on_IN thursday_DT great_JJ pedigrees_NNS all_DT the_DT way_NN through_IN the_DT catalogue_NN genomics_NNS the_DT full_JJ packages_NNS view_VBP catalogue_NN online_IN'
negative,'niggas_NN was_VBD really_RB on_IN some_DT 10th_JJ grade_NN shit_VBD tonight_RB'
negative,'centre_NN for_IN social_JJ justice_NN report_NN on_IN gangs_NNS one_CD year_NN after_IN the_DT riots_NNS URL_NNP d_VBD policy_NN may_MD have_VB exacerbated_VBN problems_NNS'
negative,'happy_JJ valentine_NN \'s_POS day_NN is_VBZ trending_VBG but_CC it_PRP \'s_VBZ not_RB even_RB february_JJ'
